
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建
victory_innocentsexecuted               误判死刑

victory_warning_bankrupt                你有 24 小时的时间挽救破产危机。
victory_warning_riot                    请尽速镇压暴动，否则政府将会接管处理。
victory_warning_toomanydeaths           如果今天死亡人数太多，你将会被起诉。
victory_warning_toomanyescapes          如果今天再有逃犯，你就会被开除。

victory_prisoners_units                 场所
victory_prisonersreleased_units         获释
victory_toomanydeaths_units             死亡
victory_toomanyescapes_units            逃狱
victory_prisonersparoled                已假释
victory_prisonersreoffended             再犯者

victory_adviserwarning_toomanydeaths1   昨天，是这座监狱历史上最黑暗的一章，太多的人们在这里失去他们的生命。
victory_adviserwarning_toomanydeaths2   请确保今天不会再有人死亡，否则你将会因管理疏失而被起诉。
victory_advisernotice_toomanydeaths1    别说我们没警告你，因为最近监狱发生的事情，你现在因管理疏失而被判有罪。
victory_advisernotice_toomanydeaths2    接下来的十年你将因为你的过失而入狱，你自己的监狱，祝你好运。
victory_adviserwarning_riot1            你的监狱失控了，立刻镇压这场暴动，否则政府将会武力介入接管监狱。
victory_advisernotice_riot1             你无法控制这场暴动，\n政府取消了跟我们监狱的合约，并已经派遣国军进来接管这座监狱。
victory_adviserwarning_toomanyescapes1  我们最近有点压力，太多囚犯逃狱成功，而这一切都是你的错。
victory_adviserwarning_toomanyescapes2  锁好这个地方并确保不再有人逃狱，否则媒体会很期待把你放上头条。
victory_advisernotice_toomanyescapes1   你失败了，这座监狱变成媒体间的笑柄，而他们现在正在找战犯。
victory_advisernotice_toomanyescapes2   那个战犯就是你，你被开除了。
victory_adviserwarning_bankrupt1        我们破产了！你的危机处理差到让我们面临经济崩溃。
victory_adviserwarning_bankrupt2        赶快给我找个方法解决这问题，否则我就开除你。
victory_advisernotice_bankrupt1         我们别无选择只能宣告破产，并交出监狱管理权，你失败了。
victory_adviserwarning_wardendeaths1    在你底下工作实在是太危险了，我们正努力寻找还有没有人想来接典狱长的位子。
victory_adviserwarning_wardendeaths2    如果你再让典狱长死掉，我们就只好开除你。
victory_advisernotice_wardendeaths1     你无法给典狱长一个安全的工作环境，大家都很害怕为你工作。
victory_advisernotice_wardendeaths2     我们很遗憾只好请你走，你被开除了。
victory_adviserwarning_reoffenders1     许多提早释放的囚犯出狱后又再犯了，我们必需要想办法解决这个问题。
victory_adviserwarning_reoffenders2     如果太多囚犯出狱后又再犯，这就是你的问题了。
victory_advisernotice_reoffenders1      你释放了太多危险罪犯出狱，我们别无选择只好请你离开，你被开除了。
victory_adviserwarning_executions1      这是你第二次处死一个无辜的囚犯，现在外面舆论非常愤怒。
victory_adviserwarning_executions2      如果再有一个无辜的囚犯被处死，你就必须全权负责。
victory_advisernotice_executions1       你让太多无辜的人被处死，我们不准你再继续经营这座监狱，你被开除了。
victory_advisernotice_InnocentsExecuted1 你未经正常程序就执行死刑，而事后证明该囚犯是无辜的，\n这是司法不公，你要负责。你被开除了，或许还要坐牢。

score_title                             监狱评鉴
score_reoffendingrate                   再犯率
score_prisonersreleased                 *X 名囚犯已释放
score_minimumprisonersreleased          *X 名囚犯必需要先释放才能结算这份报告
score_deaths                            *X 名囚犯死于狱中
score_escapes                           *X 名囚犯已逃狱
score_reoffendingchance                 预估再犯率
score_startingreoffendingchance         预估机率 : *X%
score_prisonersparoled                  提早假释 (再犯)
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    赦免可能性
score_convictionstrength                国家裁定犯罪
score_prisonersexecuted                 被处死囚犯 (无辜)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                此项评分针对囚犯是否得到应有的惩处，由大众给予评价。长期在狱中服刑是重罚的基本，而关禁闭更能加强处罚。\n\n记住，过多的教化课程和自由活动时间会被视为“宽待犯罪”，在这项评分上会扣分。\n\n此项分数越高，囚犯出狱后的再犯率就会降低。
score_tooltip_reform                    此项评分针对囚犯的教化再改造程度进行评比。\n\n这个项目高分代表囚犯出狱后有更大的机会找到好工作，也会降低再犯率。\n\n注: 让囚犯在监狱内进行劳动工作也会算在此项评分内。
score_tooltip_health                    此项评分针对囚犯的健康中况和狱中对待进行评量，户外运动和良好伙食会提高此项评分，受伤而没有就医、药物和酒精滥用都会扣分。\n\n此项目分数太低会造成囚犯再犯率提高，尤其是出狱时还没改掉药物和酒精的依赖问题。
score_tooltip_security                  此项评分针对是否有安全的收容囚犯，指派武装警卫看守牢房会大幅提高此项分数，但如果囚犯打架闹事、尝试谋杀或逃狱则会降低分数。\n\n这项低分代表囚犯入狱后仍然为所欲为，且之后出狱的再犯率也会提高。

score_tooltip_reoffendingchance         评估囚犯出狱后的再犯率，许多因素都会造成影响:\n\n- 降低 严格/强烈 的惩处\n- 降低 成功通过教化课程\n- 提高 低落的健康状况和安全管理\n- 提高 没有治疗药物和酒精上瘾\n- 提高 帮派成员\n\n\n- 囚犯的年龄是很重要的因素。\n- 前科数量是很重要的因素。\n- 获得家庭的支持也对改善有帮助。
score_tooltip_clemencychance_title      赦免机率
score_tooltip_clemencychance            上诉委员会改判或赦免死刑的机率。每次上诉失败就会降低这个数值，直到低于国家裁定犯罪为止，当低于数值时，将可以获得充分授权行刑，再获得授权之前就行刑而事后发现囚犯无辜，会大幅的降低分数。\n\n如果赦免准许，则囚犯会立刻释放 (如果无罪的话) ，获释改判为重刑犯 (如果还有其他罪名) 。
score_tooltip_currentchance             国家裁定犯罪强度为 *X%
score_tooltip_clemencywarning           目前此囚犯的赦免机率仍然高于国家裁定犯罪强度，如果现在就行刑而事后发现囚犯无辜，你就要负起个人责任。

experiencefactor_FractionalLockedUp     *X% 在自己的牢房或禁闭室禁足中
experiencefactor_FractionalReform       *X% 在进行教化课程
experiencefactor_fractionalWorking      *X% 在工作
experiencefactor_fractionalsuppressed   *X% 受到压抑
experiencefactor_fractionalinjured      *X% 没有接受适当治疗
experiencefactor_fractionalintoxicated  *X% 在中毒状态 (药物/酒精/停药)
experiencefactor_fractionalmisbehaving  *X% 在违规
experiencefactor_fractionalarmedguard   *X% 在武装警卫看守下或受到压抑
experiencefactor_fractionalwellfed      *X% 觉得饱足
experiencefactor_fractionalexercising   *X% 在运动
experiencefactor_fractionalfreetime     *X% 在自由活动

experiencefactor_passedeasyprograms             通过 *X 基础课程
experiencefactor_passedintermediateprograms     通过 *X 普通课程
experiencefactor_passedadvancedprograms         通过 *X 进阶课程
experiencefactor_passedexpertprograms           通过 *X 专业课程

experiencefactor_YearsServed            已服刑 *X 年
experiencefactor_fights                 涉及暴力事件
experiencefactor_murders                在你的监狱内试图谋杀 *X 次
experiencefactor_escapeattempts         试图逃狱 *X 次
experiencefactor_addictions             *X 种上瘾
experiencefactor_gangmembership         帮派成员

legend_key                              图说:

needs_graphscale_title                  囚犯:
needs_key_critical                      急需
needs_key_high                          高
needs_key_med                           中
needs_key_satisfied                     满足
needs_key_active                        进行中

contraband_supplyanddemand              供给与需求
contraband_narcotics                    毒品
contraband_weapons                      武器
contraband_tools                        工具
contraband_luxuries                     奢侈品
contraband_metal                        金属
contraband_smelly                       异味
contraband_rangedweapon                 远程武器
contraband_improvised                   临时武器

contraband_key_supply                   供给
contraband_key_demand                   需求
contraband_log_stolen                   偷窃
contraband_log_position                 位置
contraband_log_smuggled                 偷渡
contraband_log_thrown                   从围墙丢入
contraband_log_hidden                   隐藏
contraband_log_detected                 探测器反应
contraband_log_dog                      警犬反应
contraband_log_found                    被查获
contraband_log_owner                    持有者

schedule_zone_shared                    公共区域
schedule_zone_minseconly                轻刑犯专区
schedule_zone_medseconly                普通犯专区
schedule_zone_maxseconly                重刑犯专区
schedule_zone_protectedonly             保护收容专区
schedule_zone_supermaxonly              超重刑犯专区
schedule_zone_deathrowonly              死刑犯专区
schedule_zone_staffonly                 员工专区
schedule_zone_unlocked                  不上锁区域



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              正在便便
action_wee                              正在尿尿
action_wash                             正在洗澡
action_relax                            正在休息
action_sleep                            正在睡觉
action_nap                              正在打盹
action_getmeal                          正在取餐
action_sit                              正在坐着
action_exercise                         正在运动
action_liftweights                      正在举重
action_phonehome                        正在打电话回家
action_watchtv                          正在看电视
action_playpool                         正在打撞球
action_stealknife                       正在鬼鬼祟祟
action_stealspoon                       正在鬼鬼祟祟
action_urinate                          正在小便
action_soilsuit                         正在弄脏衣服
action_eat                              正在进食
action_complain                         正在发牢骚
action_work                             正在工作
action_visitation                       正在会客
action_parole                           正在假释听证会
action_none                             无
action_misbehaving                      正在违规
action_escaping                         正在逃狱
action_destroying                       正在破坏
action_spoiling                         正在捣蛋
action_fighting                         正在打架
action_rioting                          正在暴动
action_hostagetaking                    正在挟持人质
action_reformprogram                    正在教化课程
action_changeclothes                    正在换衣服
action_getbook                          正在拿书本
action_pray                             正在祈祷
action_shopping                         正在购物

status_effect_title						=[状态影响]=
status_effect_none						无
status_effect_suppressed				受压抑
status_effect_goodfood					觉得饱足
status_effect_drunk						喝醉
status_effect_high                      兴奋
status_effect_withdrawal				停药
status_effect_tazed                     电晕
status_effect_overdosed                 服药过量
status_effect_surrendered               投降
status_effect_calming                   平静
status_effect_angst                     生气

experience_totaltime                    总时数
experience_misconduct                   违规
experience_lockeddown                   禁足
experience_regime                       管制
experience_sleep                        睡觉
experience_work                         工作
experience_class                        上课
experience_freetime                     自由活动
experience_moodbad                      坏
experience_moodnormal                   普通
experience_moodgood                     好
experience_nocondition                  无
experience_kod                          被击倒
experience_hurt                         受伤
experience_suppressed                   压抑
experience_intoxicated                  中毒
experience_wellfed                      觉得饱足
experience_exercise                     运动

need_name_nothing                       没事
need_name_bladder                       膀胱
need_name_bowels                        肠子
need_name_sleep                         睡眠
need_name_food                          食物
need_name_safety                        安全
need_name_hygiene                       卫生
need_name_exercise                      运动
need_name_family                        家庭
need_name_recreation                    休闲
need_name_comfort                       舒适
need_name_environment                   环境
need_name_privacy                       隐私
need_name_freedom                       自由
need_name_clothing                      衣着
need_name_drugs                         毒药
need_name_alcohol                       酒精
need_name_starving                      饥饿
need_name_spirituality                  灵性
need_name_literacy                      文青
needs_locked                            (需求报告由心理医师提供)
needs_title                             =[需求]=

reputation_title                        声望名气
reputation_hidden                       (未知声望)
reputation_hidden_short                 ???

reputation_legendary                    --传奇--
reputation_strong                       强壮
reputation_tough                        硬汉
reputation_volatile                     反覆无常
reputation_snitch                       打小报告
reputation_deadly                       致命
reputation_stoical                      坚忍
reputation_fearless                     无畏
reputation_exlaw                        前执法人员
reputation_copkiller                    警察杀手
reputation_quick                        迅速
reputation_instigator                   煽动者
reputation_fighter                      老练打手
reputation_gangmember                   帮派成员

reputation_strong_high                  非常强壮
reputation_tough_high                   超级硬汉
reputation_volatile_high                非常反覆
reputation_deadly_high                  非常致命
reputation_exlaw_high                   前监狱警卫
reputation_quick_high                   非常迅速
reputation_fighter_high                 职业打手

reputation_legendary_high               --传奇--
reputation_snitch_high                  打小报告
reputation_stoical_high                 坚忍
reputation_fearless_high                无畏
reputation_copkiller_high               警察杀手
reputation_instigator_high              煽动者
reputation_gangmember_high              帮派成员

reputationtooltip_legendary             这个囚犯再犯罪世界中是一个传奇人物，精通多项技巧和能力上他极端危险。
reputationtooltip_strong                这个囚犯在打架的时候每一拳都比别人重。
reputationtooltip_tough                 这个囚犯在打架的时候可以承受更多的攻击，有时候甚至能挺住电击枪的电击。
reputationtooltip_volatile              这个囚犯很容易毫无预警且没有理由的滋事。
reputationtooltip_stoical               这个囚犯在关禁闭的时候不会感到压抑，他根本不在乎。
reputationtooltip_snitch                这个囚犯是一个已知的秘密线人，他提供太多消息因此生命受到威胁，不要让他与其他囚犯独处太久。
reputationtooltip_deadly                这个囚犯精通致命的战斗技巧，有时候可以一拳打死人。
reputationtooltip_exlaw                 这个囚犯曾经是一名警官，或是其他执法人员，他的生命受到其他囚犯的威胁。
reputationtooltip_copkiller             这个囚犯因为杀警而入狱，你监狱的警卫在压制他的时候可能会失控而过当执法。
reputationtooltip_fearless              这个囚犯不受武装警卫的威胁，在打架时也不容易投降。
reputationtooltip_quick                 这个囚犯通常跑得很快。
reputationtooltip_instigator            这个囚犯善于煽动附近其他囚犯，当他滋事的时候附近的囚犯也会跟着一起闹。
reputationtooltip_fighter               这个囚犯精通防御战斗技巧，打斗中可以缴械对手，甚至夺取对方的武器。
reputationtooltip_gangmember            这个囚犯属于帮派成员，他会保护同帮派同伴，并仇视敌对帮派成员。


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       工作中
nameplate_stationed                     站岗中
nameplate_patrolling                    巡逻中
nameplate_resting                       休息中
nameplate_tired                         疲倦
nameplate_injured                       受伤
nameplate_unconscious                   失去意识
nameplate_dead                          死亡
nameplate_released                      释放
nameplate_researching                   研究中
nameplate_overdose                      用药过量
nameplate_starving                      饥饿


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              喂饱所有囚犯
objective_caption_prisoners             囚犯
objective_caption_meals                 餐点
objective_readceosletter                阅读执行长的信
objective_actionrequired                事件报告

objective_deathrowinmates               死刑犯状态

objective_prisonerintake                新囚犯收容
objective_intake_arrivals               *X 名囚犯将在早上八点抵达
objective_intake_closed                 你的监狱目前暂停收容新囚犯
objective_intake_closed2                (详细请见囚犯报告)
objective_intake_closed3                (详细请见收容报告)
objective_intake_specials				特别移送:
objective_intake_categories             分类: 
objective_intake_minsec                 轻刑犯, 
objective_intake_medsec                 普通犯, 
objective_intake_maxsec                 重刑犯
objective_intake_deathrow               死刑犯

objective_builddeliveriesroom           请指定卸货区

objective_outgoing                      释放服满刑期的囚犯
objective_outgoing_count                *X 名囚犯已服满刑期即将释放
objective_outgoing_timer                (*X 小时)

objective_visitors                      访客会见 (早上八点 到 晚上八点)
objective_visitors_waiting              *X 个家庭正在等待会见
objective_visitors_onsite               *X 名访客共 *Y 组正在监狱内

objective_staffexhausted                员工筋疲力尽
objective_reststaff_exhausted           *X 名员工已经筋疲力竭
objective_reststaff_resting             (*X 名正在休息)
objective_reststaff_needstaffroom       建造一间员工休息室让他们可以休息。

objective_punishment_solitary           *X 名正在关禁闭
objective_punishment_solitary_queue     *X 名正在等待关禁闭
objective_punishment_solitary_mix       *X 名关禁闭 (+*Y 名等待)
objective_punishment_lockdown           *X 名禁足
objective_incident_medical              *X 需要就医
objective_incident_dead                 *X 具尸体

objective_prisonerparole                囚犯假释
objective_parole_count                  *X 名囚犯准备假释

objective_payment_receivedfull          付款: *X 已收到
objective_payment_receivedpart          付款: *X 已收到，共有 *Y

objective_grant_bootstraps                  基础拘留中心
objective_grant_bootstraps_description      将一个空地改建成一个功能正常监狱。政府合约提供你一笔资金让你可以建造基础的拘留设施，收容你的第一批囚犯。
objective_grant_bootstraps_holdingcell      建造一间集体牢房
objective_grant_bootstraps_shower           建造一间沐浴间
objective_grant_bootstraps_yard             建造一个广场
objective_grant_bootstraps_kitchen          建造一间厨房
objective_grant_bootstraps_canteen          建造一间餐厅
objective_grant_bootstraps_guard            聘雇至少两名警卫
objective_grant_bootstraps_chef             聘雇至少两名厨师

objective_grant_administration                          行政管理中心
objective_grant_administration_description              每一个监狱都需要管理设施才能运作，确保事务顺利进行并让监狱正常运作。\n达成这个合约，需要聘请一位典狱长以及一位会计师，并分别建造他们的办公室，如此一来可以更进一步获得联邦补助计划系统。
objective_grant_administration_offices                  建造两间办公室
objective_grant_administration_warden                   聘雇一位典狱长 
objective_grant_administration_accountant_research      在监狱制度中解锁财务金融
objective_grant_administration_accountant               聘雇一位会计师

objective_grant_firstcellblock                  牢房区 A
objective_grant_firstcellblock_description      当基础设施建造完成后，是时候建造你的第一个牢房区，并将囚犯移至他们自己的个人牢房内。
objective_grant_firstcellblock_cells            提高囚犯收容人数到 15 人

objective_grant_health                      健康与福利
objective_grant_health_description          囚犯的生理和心理健康对我们来说非常重要，这项补助计划主要是要建造一间医务室，然后聘请两名医生以及心理学家，来满足囚犯医疗和心理谘询的需求。
objective_grant_health_ward                 建造一间医务室
objective_grant_health_doctors              聘雇至少两名医生
objective_grant_health_psychologist         聘雇一名心理医生 (并建造他的办公室)

objective_grant_bailout                     政府救助金
objective_grant_bailout_description         政府非常不满意你监狱的成效，但也认为你的监狱有一定规模不能随意关闭，纳税人的钱将会拿来协助监狱解决破产问题。\n但是你要先自己解决你的帐册 - 把资金流动转亏为盈 (每日收入高于支出) ，并偿还所有银行债务。
objective_grant_bailout_cashflow            收入高于支出
objective_grant_bailout_debt                偿还债务


objective_grant_maintenance                         监狱维护
objective_grant_maintenance_description             监狱环境的维护对员工和囚犯的安全非常重要，聘雇相关人员进行监狱的清洁和维护。
objective_grant_maintenance_research_root           在监狱制度中解锁监狱维护
objective_grant_maintenance_research_cleaning       在监狱制度中解锁环境维护
objective_grant_maintenance_research_groundskeeping 在监狱制度中解锁户外清洁
objective_grant_maintenance_foreman                 聘雇一名工头 (并建造他的办公室)
objective_grant_maintenance_janitor                 聘雇至少两名清洁工
objective_grant_maintenance_gardener                聘雇一名园丁

objective_grant_visitation                          探监权
objective_grant_visitation_description              附近许多其他设施因为拒绝家属探监，而正在打官司，投资者不希望惹上这种麻烦，因此提供补助金确保相关的会客设施可以正常运作。
objective_grant_visitation_room                     建造一间会客室
objective_grant_visitation_tables                   摆设至少三张会客桌
objective_grant_visitation_commonroom               建造一间公共休息室
objective_grant_visitation_pooltable                摆设一张撞球桌
objective_grant_visitation_tv                       摆设至少两台电视
objective_grant_visitation_phones                   建造至少五间电话亭

objective_grant_basicsecurity                       保安程序认证
objective_grant_basicsecurity_description           新监狱常见的问题通常是因为员工经验不足而造成的保安漏洞，提高安全等级到适当的层级，确保不会有安全问题影响我们的声望。
objective_grant_basicsecurity_chief                 聘雇一名保全队长 (并建造他的办公室)
objective_grant_basicsecurity_guards                聘雇十名警卫
objective_grant_basicsecurity_patrols               指派三名警卫进行巡逻
objective_grant_basicsecurity_research              在监狱制度中解锁巡逻

objective_grant_enhancedsecurity                    政府安全评鉴
objective_grant_enhancedsecurity_description        政府对于一定规模以上的监狱有一些基本要求，并对于不合格者祭出重罚，请确保这不会成为我们监狱的问题。
objective_grant_enhancedsecurity_armoury            建造一间军械库
objective_grant_enhancedsecurity_kennel             建造一间狗屋
objective_grant_enhancedsecurity_guards             聘雇两名武装警卫
objective_grant_enhancedsecurity_dogs               聘雇两名带犬警卫
objective_grant_enhancedsecurity_patroldogs         指派两名带犬警卫进行警犬巡逻
objective_grant_enhancedsecurity_patrolarmed        指派两名武装警卫进行巡逻

objective_grant_advancedsecurity                    高强度保安设施建置
objective_grant_advancedsecurity_description        面对大量囚犯，要实施适当的保安措施维持安全水准的确有难度，但是若监狱被突破那可绝对更不划算，请在监狱安装适当的保安设备。
objective_grant_advancedsecurity_guards             提高警卫人数增加规模
objective_grant_advancedsecurity_researchcctv       在监狱制度中解锁监控管制
objective_grant_advancedsecurity_researchbodyarmour 在监狱制度中解锁防护装甲
objective_grant_advancedsecurity_researchtazers     在监狱制度中解锁电击枪
objective_grant_advancedsecurity_office             建造一间安全中心
objective_grant_advancedsecurity_cctvmonitor        设置一台闭路监视器
objective_grant_advancedsecurity_cctvcameras        在监狱内部署闭路摄影机

objective_grant_prisonerworkforce                   囚犯培训与互动
objective_grant_prisonerworkforce_description       让囚犯在监狱内工作，不仅可以让他们融入环境，又可以降低监狱成本支出。完成相关必要训练并建设相关设施让你的囚犯们上工吧。
objective_grant_prisonerworkforce_research          在监狱制度中解锁监狱劳动
objective_grant_prisonerworkforce_cleaning          建造一间清洁工具间
objective_grant_prisonerworkforce_laundry           建造一间洗衣间
objective_grant_prisonerworkforce_kitchenclass      让三名囚犯通过厨房安全与卫生课程
objective_grant_prisonerworkforce_laundryassigned   指派三名囚犯在洗衣间工作
objective_grant_prisonerworkforce_kitchenassigned   指派三名囚犯在厨房工作
objective_grant_prisonerworkforce_cleaningassigned  指派三名囚犯在清洁工具间工作

objective_grant_educationreformprogram              教化课程计划
objective_grant_educationreformprogram_description  一些舆论团体正在推动监狱教育计划，盖几间教室让他们继续支持我们。
objective_grant_educationreformprogram_research     在监狱制度中解锁教育
objective_grant_educationreformprogram_classroom    建造一间教室
objective_grant_educationreformprogram_desks        设置二十张课桌椅
objective_grant_educationreformprogram_foundationed 让十五名囚犯通过基础教育学程
objective_grant_educationreformprogram_generaled    让五名囚犯通过普通教育学程

objective_grant_prisonlabour                        监狱生产设施
objective_grant_prisonlabour_description            投资者希望能够增加监狱的利润，并愿意提供资金协助建立工作坊，让囚犯成为劳动力。
objective_grant_prisonlabour_workshop               建造一间工作坊
objective_grant_prisonlabour_saw                    设置两台电锯机
objective_grant_prisonlabour_press                  设置两台金属冲压车间
objective_grant_prisonlabour_reform                 让五名囚犯通过工作坊安全课程
objective_grant_prisonlabour_plates                 生产三十片车牌

objective_grant_furnituremanufacturing              木工学徒培训课程
objective_grant_furnituremanufacturing_description  开设木匠课程让你的囚犯可以学习一技之长，并能在工作坊内生产高级家具，然后向外销售赚取利润。
objective_grant_furnituremanufacturing_forestry     规划一片林地
objective_grant_furnituremanufacturing_table        设置两张木工桌
objective_grant_furnituremanufacturing_reform       让两名囚犯通过木工学徒课程
objective_grant_furnituremanufacturing_bed          生产十张高级床铺

objective_grant_reducestaffstress                   员工福利政策
objective_grant_reducestaffstress_description       监狱工会联盟最近收到一些员工的投诉，由于超时或超量工作，因而造成工作上频频出错。请确保这些事情不会发生在我们监狱内。
objective_grant_reducestaffstress_staffroom         建造一间员工休息室
objective_grant_reducestaffstress_freeguards        至少让五名警卫没有指派工作而闲置中
objective_grant_reducestaffstress_restedstaff       确保没有员工筋疲力尽

objective_grant_shortterminvestment                 短期投资
objective_grant_shortterminvestment_description     花钱进行投资，最后将会获得合理的回报。
objective_grant_shortterminvestment_wait            等待资金...

objective_grant_longterminvestment                  长期投资
objective_grant_longterminvestment_description      花钱进行长期投资，最后将会获得大量的回报。
objective_grant_longterminvestment_wait             等待资金...

objective_grant_cellblock50                         牢房区 B
objective_grant_cellblock50_description             是时候改造你的基础牢房设施，再次扩张你的监狱。
objective_grant_cellblock50_cells                   提高囚犯收容人数到 50 人

objective_grant_cellblock100                        牢房区 C
objective_grant_cellblock100_description            充分利用土地，持续扩张你的监狱。
objective_grant_cellblock100_cells                  提高囚犯收容人数到 100 人

objective_grant_cellblock200                        牢房区 D
objective_grant_cellblock200_description            更多的囚犯代表更多的政府资金，扩充监狱容量来善加利用这些机会。
objective_grant_cellblock200_cells                  提高囚犯收容人数到 200 人

objective_grant_cellblock500                        牢房区 E
objective_grant_cellblock500_description            政府提供大量的奖励给规模最大的监狱，是时候朝这个目标努力了。
objective_grant_cellblock500_cells                  提高囚犯收容人数到 500 人

objective_grant_nutritionresearch                   囚犯营养摄取研究
objective_grant_nutritionresearch_description       一个独立研究团对愿意提供资金，希望进行囚犯饮食习惯与影响的研究。
objective_grant_nutritionresearch_poor              连续两天只提供一餐低餐点份量、低菜色种类的伙食
objective_grant_nutritionresearch_good              连续两天都提供三餐高餐点份量、高菜色种类的伙食

objective_grant_drugsearch                          毒品扫荡
objective_grant_drugsearch_description              由于最近各大监狱内的毒品滥用日益增加，我们必须采取积极的行动证明我们重视这个问题。
objective_grant_drugsearch_find                     查获十件违规毒品

objective_grant_contrabandsupply                    工具扫荡
objective_grant_contrabandsupply_description        在其他监狱发生偷窃物品产生的事件纠纷，某些团体正在研究监狱内工具和武器的分布情形，实验内容包含移除你监狱内所有可能的物品。
objective_grant_contrabandsupply_tools              移除偷窃工具的供给源头
objective_grant_contrabandsupply_weapons            移除偷窃武器的供给源头

grant_category_completed                            已完成:
grant_category_unlocked                             已解锁:
grant_category_cash                                 资金:
grant_category_cashflow                             资金流动:
grant_category_debt                                 债务:
grant_category_prisoners                            囚犯:

grant_property_atleast                              至少 *X
grant_property_atmost                               最多 *X


# =============================================================================
# Materials
# =============================================================================
                                              
                                                                                                       
object_none                              无
object_box                               箱子
object_stack                             货物堆
object_bed                               床
object_toilet                            马桶
object_table                             桌子
object_chair                             椅子
object_bench                             长椅
object_electricchair                     电椅
object_jaildoor                          监狱门
object_jaildoorlarge                     监狱大门
object_door                              门
object_solitarydoor                      安全门
object_staffdoor                         员工专用门
object_remotedoor                        遥控门
object_roadgate                          道路闸门
object_jailbars                          监狱栏杆
object_window                            窗户
object_windowlarge                       大窗户
object_tree                              树
object_light                             灯
object_cooker                            瓦斯炉
object_fridge                            冰箱
object_bin                               垃圾桶
object_sink                              水槽
object_servingtable                      自助餐桌
object_showerhead                        莲蓬头
object_brick                             砖块
object_concrete                          水泥
object_steel                             钢铁
object_ingredients                       食材
object_ingredientscooking                食材 (烹调中)
object_ingredientscooked                 食材 (已烹调)
object_ingredientsspoiled                食材 (已变质)
object_meal                              餐点
object_foodtray                          餐盘
object_foodtraydirty                     餐盘 (Dirty)
object_grassturf                         Grass Turf
object_prisoneruniform                   囚衣
object_dirtyprisoneruniform              囚衣 (脏)
object_crumpledprisoneruniform           囚衣 (皱成一团)
object_bleach                            漂白剂
object_sheetmetal                        金属薄板
object_licenseplateblank                 车牌 (空白)
object_licenseplate                      车牌
object_log                               木材
object_wood                              木头
object_workman                           工人
object_truckdriver                       卡车驾驶
object_guard                             警卫
object_riotguard                         镇暴警卫
object_armedguard                        武装警卫
object_prisoner                          囚犯
object_doctor                            医生
object_paramedic                         医护人员
object_cook                              厨师
object_gardener                          园丁
object_janitor                           清洁工
object_fireman                           消防队员
object_avatar                            代表人物
object_actor                             演员
object_visitor                           访客
object_executionwitness                  死刑见证人
object_doghandler                        带犬警卫
object_dog                               警犬
object_dogcrate                          狗笼
object_teacher                           教师
object_soldier                           军人
object_warden                            典狱长
object_chief                             保安队长
object_foreman                           工头
object_psychologist                      心理医生
object_accountant                        会计师
object_lawyer                            律师
object_supplytruck                       补给卡车
object_prisonerbus                       囚犯巴士
object_fireengine                        消防车
object_riotvan                           镇暴厢型车
object_ambulance                         救护车
object_hearse                            灵车
object_trooptruck                        军队卡车
object_fire                              火
object_garbage                           垃圾
object_rubble                            碎石
object_bookshelf                         书架
object_officedesk                        办公桌
object_filingcabinet                     文件柜
object_medicalbed                        病床
object_morgueslab                        太平间躺板
object_equipment                         装备
object_prop                              Prop
object_dummy                             假人
object_powerstation                      变电站
object_capacitor                         电容器
object_electricalcable                   电缆线
object_powerswitch                       电源开关
object_logiccircuit                      逻辑单元
object_logicbridge                       逻辑桥接器
object_waterpumpstation                  水泵站
object_pipevalve                         水管阀门
object_pipelarge                         大水管
object_pipesmall                         小水管
object_drain                             排水孔
object_sprinkler                         洒水器
object_metaldetector                     金属探测器
object_weightsbench                      举重板凳
object_phonebooth                        电话亭
object_tv                                电视
object_largetv                           大电视
object_pooltable                         撞球桌
object_polaroid                          Polaroid
object_cctv                              闭路摄影机
object_cctvmonitor                       闭路监视器
object_laundrymachine                    洗衣机
object_laundrybasket                     洗衣篮
object_ironingboard                      熨衣板
object_visitortable                      会客桌
object_workshopsaw                       电锯机
object_workshoppress                     金属冲压车间
object_carpentertable                    木工桌
object_boombox                           立体音响
object_guardlocker                       警卫置物柜
object_sofachairsingle                   沙发
object_sofachairdouble                   宽沙发
object_drinkmachine                      饮料贩卖机
object_arcadecabinet                     电动街机
object_radio                             收音机
object_bookshelflarge                    图书馆书架
object_weaponrack                        武器架
object_treestump                         树桩
object_schooldesk                        课桌椅
object_superiorbed                       高级床铺
object_doorcontrolsystem                 门禁控制系统
object_phonemonitor                      电话监听器
object_servo                             门禁伺服器
object_doortimer                         门禁定时器
object_pressurepad                       压力板
object_statuslight                       状态指示灯
object_wire                              连接
object_dismantleobject                   拆除物件
object_dismantleutility                  拆除设施
object_sellobject                        出售物件
